Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_company,Appraisal_date,Auction_count,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_do,addr_si,addr_dong,addr_li,addr_san,addr_bunji1,addr_bunji2,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Specific,Share_auction_YorN,road_name,road_bunji1,road_bunji2,Close_date,Close_result,point.y,point.x,Hammer_price
2125,강제,일반,0.13476289,명장감정,2016-08-29 00:00:00,3,2,1083.0,38.35,38.35,71.64,71.64,1.39,0.8896,2017-03-21 00:00:00,2017-05-30 00:00:00,낙찰,Private,부산,사상구,주례동,,N,94.0,,창신 5층 502호,Apartment & Stores,1990-11-19 00:00:00,6,5,,N,가야대로318번길,59.0,,2017-07-27 00:00:00,배당,35.147996500000005,129.0079777,1.177
2268,임의,일반,1.19302126,나라감정,2016-04-20 00:00:00,1,0,41884.5,29.41,29.41,59.94,59.94,1.6,1.6,2016-08-31 00:00:00,2016-10-26 00:00:00,낙찰,한화손해보험,부산,사상구,엄궁동,,N,680.0,1.0,코오롱 107동 4층 403호,Apartment,1999-08-06 00:00:00,25,4,,N,엄궁로,142.0,,2016-12-27 00:00:00,배당,35.12647,128.97831580000002,1.6429900000000002
2191,임의,일반,0.80289349,희감정,2016-11-15 00:00:00,2,1,46920.1,42.27,42.27,46.32,46.32,1.16,0.9279999999999999,2017-03-31 00:00:00,2017-04-28 00:00:00,낙찰,부산시수협,부산,사상구,학장동,,N,168.0,19.0,구학마을 102동 12층 1201호,Apartment,1992-09-24 00:00:00,15,12,,N,학감대로49번길,15.0,,2017-07-19 00:00:00,배당,35.1367417,128.9936814,1.03766
1945,임의,일반,0.51019637,연산감정,2016-02-19 00:00:00,2,1,34761.1,34.9,34.9,45.5,45.5,0.84,0.672,2016-06-08 00:00:00,2016-07-06 00:00:00,낙찰,부산은행,부산,사하구,다대동,,N,94.0,2.0,국제그린 5동 2층 206호,Apartment,1995-05-16 00:00:00,25,2,,N,다대로381번길,75.0,,2016-09-06 00:00:00,배당,35.0664528,128.9842689,0.7856
2144,강제,일괄,0.1,가람감정,2016-10-04 00:00:00,2,1,2516.2,40.58,40.58,59.99,59.99,0.81,0.648,2017-03-21 00:00:00,2017-04-25 00:00:00,낙찰,Private,부산,사하구,괴정동,,N,1075.0,3.0,",-4 송곡 3층 307호",Apartment & Stores,1986-02-25 00:00:00,5,3,"*사동초등학교동측인근
*부근단독주택,일부저층공동주택,점포등형성된다소고지의일반주택지대
*차량접근가능
*버스(정),사하역(1호선)도보약10분소요
*제반교통사정보통
*부정형서하향경사지에조성한가장형토지
*서측약6m도로접함",N,승학로161번길,70.0,,2017-07-20 00:00:00,배당,35.105014600000004,128.9849199,0.650999
2168,임의,일반,2.46743331,하나감정,2016-10-24 00:00:00,1,0,67905.6,52.69,52.69,84.98,84.98,2.74,2.74,2017-03-31 00:00:00,2017-03-31 00:00:00,낙찰,산청군농협,부산,강서구,명지동,,N,3234.0,,명지두산위브포세이돈 115동 4층 402호,Apartment,2013-04-12 00:00:00,15,4,,N,명지오션시티11로,22.0,,2017-06-12 00:00:00,배당,35.0825148,128.89776080000001,3.071
2293,강제,일반,1.01858574,한라감정,2016-08-29 00:00:00,1,0,8616.0,20.81,20.81,36.36,36.36,0.22,0.22,2017-02-14 00:00:00,2017-02-14 00:00:00,낙찰,신한카드,부산,중구,보수동1가,,Y,3.0,148.0,보수 B2동 1층 108호,Apartment,1970-10-27 00:00:00,5,1,,N,망양로319번길,24.0,,2017-04-20 00:00:00,배당,35.1064724,129.02701580000002,0.221
1810,임의,일반,0.3,혜인감정,2015-07-06 00:00:00,2,1,27380.0,36.79,36.79,84.97,84.97,2.37,1.896,2015-10-21 00:00:00,2017-11-02 00:00:00,낙찰,Private,부산,사상구,학장동,,N,571.0,3.0,신구덕우성 103동 12층 1201호,Apartment,2000-09-29 00:00:00,24,12,"채권자매수신청금225,000,000원및매수보증금23,000,000원납부함",N,학감대로,109.0,16.0,2017-12-28 00:00:00,배당,35.140221399999994,128.9871725,2.5006
2730,임의,일반,0.6,희감정,2017-06-05 00:00:00,2,1,107277.0,34.9,34.9,78.11,78.11,1.98,1.584,2017-09-19 00:00:00,2017-10-24 00:00:00,낙찰,Private,부산,사하구,다대동,,N,120.0,1.0,",300-3 다대포현대 102동 1층 105호",Apartment,1993-11-25 00:00:00,25,1,,N,다대로,473.0,,2017-11-30 00:00:00,배당,35.0611271,128.9781071,1.79797
2573,임의,일반,0.8186292,극동감정,2016-09-02 00:00:00,1,0,7858.0,25.83,25.83,52.29,52.29,1.25,1.25,2017-01-24 00:00:00,2017-01-24 00:00:00,낙찰,신괴정(새),부산,남구,감만동,,N,233.0,1.0,감만현대3차 301동 24층 2404호,Apartment & Stores,1997-05-13 00:00:00,24,24,,N,우암로2번길,30.0,,2017-03-29 00:00:00,배당,35.1121835,129.0845546,1.366
2563,임의,일반,0.8268683000000001,류선감정,2016-07-28 00:00:00,2,1,330.9,4.4,4.4,25.43,25.43,0.78,0.624,2017-01-19 00:00:00,2017-02-23 00:00:00,낙찰,부산주례(새),부산,수영구,광안동,,N,165.0,8.0,석천유토피아 1동 2층 203호,Apartment,2014-01-07 00:00:00,14,2,,N,수영로,546.0,,2017-04-28 00:00:00,배당,35.1543386,129.1126662,0.78
1939,강제,일반,6.26605013,부경감정,2016-02-03 00:00:00,2,1,880.0,57.5,57.5,120.72,120.72,2.91,2.3280000000000003,2016-06-28 00:00:00,2016-07-26 00:00:00,낙찰,서울보증보험,부산,서구,부민동3가,,N,34.0,10.0,장산스위트홈빌라 3층 302호,Apartment,2001-04-10 00:00:00,8,3,,N,임시수도기념로,29.0,8.0,2016-10-06 00:00:00,배당,35.1029256,129.01805430000002,2.93
1935,임의,일반,1.4865389,가온감정,2016-02-01 00:00:00,1,0,7386.5,19.34,19.34,59.9,59.9,1.73,1.73,2016-05-25 00:00:00,2016-05-25 00:00:00,낙찰,늘푸른사상(새),부산,동래구,낙민동,,N,91.0,2.0,중앙하이츠 101동 11층 1105호,Apartment,1994-11-29 00:00:00,23,11,,N,안남로31번길,10.0,,2016-08-31 00:00:00,배당,35.1950425,129.09646909999998,1.81799
2063,임의,일반,0.2,명장감정,2016-07-05 00:00:00,2,1,23082.0,51.34,51.34,84.95,84.95,1.3,1.04,2017-02-24 00:00:00,2017-03-31 00:00:00,낙찰,Private,부산,사하구,장림동,,N,566.0,7.0,강남 4동 11층 1103호,Apartment,1992-08-26 00:00:00,15,11,,N,장평로41번길,61.0,,2017-06-12 00:00:00,배당,35.071989200000004,128.97083510000002,1.2389
1959,임의,일반,1.0,대화감정,2016-03-04 00:00:00,2,1,377.5,14.11,14.11,84.8,84.8,2.32,1.8559999999999999,2016-07-22 00:00:00,2016-08-19 00:00:00,낙찰,세일피에스,부산,중구,보수동1가,,N,24.0,2.0,그린빌 9층 902호,Apartment & Stores,2004-02-25 00:00:00,14,9,,N,보수북길,5.0,,2016-10-25 00:00:00,배당,35.106703700000004,129.02332109999998,2.085
2373,임의,일반,3.0,태평양감정,2017-03-07 00:00:00,2,1,4704.0,7.23,7.23,81.29,81.29,2.87,2.296,2017-11-17 00:00:00,2017-12-22 00:00:00,낙찰,우리인베스트대부,부산,부산진구,부암동,,N,48.0,3.0,",74-1 타워베르빌 10층 1005호",Apartment & Stores,2005-12-07 00:00:00,43,10,,N,시민공원로19번길,65.0,,2018-02-28 00:00:00,배당,35.165992100000004,129.05089329999998,2.53777
2224,임의,일반,1.2600278999999999,내외감정,2016-12-21 00:00:00,2,1,75406.0,42.56,42.56,84.9,84.9,1.92,1.536,2017-09-01 00:00:00,2017-10-13 00:00:00,낙찰,중부(새),부산,북구,만덕동,,N,216.0,7.0,그린코아 601동 12층 1207호,Apartment,1991-02-13 00:00:00,15,12,,N,덕천로234번길,47.0,,2017-12-13 00:00:00,배당,35.20764050000001,129.0298354,1.833
2336,임의,일반,1.0,삼보감정,2017-01-23 00:00:00,2,1,27085.4,61.43,61.43,122.85,122.85,2.66,2.128,2017-10-12 00:00:00,2017-11-16 00:00:00,낙찰,대경철강,부산,사상구,덕포동,,N,761.0,1.0,자유 5동 15층 1501호,Apartment,1989-08-18 00:00:00,15,15,,N,백양대로,820.0,,2018-01-29 00:00:00,배당,35.180387700000004,128.9895159,2.40991
1797,강제,개별,10.87,대한감정,2012-06-11 00:00:00,6,5,532.0,18.22,18.22,107.28,107.28,2.44565981,1.2521799999999998,2013-07-04 00:00:00,2016-04-29 00:00:00,낙찰,Private,부산,동래구,낙민동,,N,236.0,,",237-2 삼주 15층 1502호",Apartment & Stores,1111-11-11 00:00:00,15,15,"**1차감정: 235,000,000",N,0,,,2017-06-29 00:00:00,배당,35.20111160000001,129.08868710000002,1.3363
2502,임의,일반,1.27212815,국제감정,2016-02-26 00:00:00,2,1,6422.5,34.59,34.59,84.64,84.64,1.43,1.1440000000000001,2016-07-05 00:00:00,2016-08-05 00:00:00,낙찰,효성캐피탈,부산,해운대구,재송동,,N,1187.0,,센텀그린타워 10층 1012호,Apartment,1993-03-10 00:00:00,15,10,,N,재송2로,153.0,,2016-09-23 00:00:00,배당,35.19027279999999,129.1343728,1.280355
2246,강제,일반,0.35138756,부경감정,2017-01-16 00:00:00,2,1,3005.1,45.93,12.53,71.55,19.51,0.43,0.344,2017-09-28 00:00:00,2017-11-02 00:00:00,낙찰,상록수제일차유동화전문,부산,연제구,연산동,,N,2140.0,4.0,남정해바라기맨션 3층 305호,Apartment,1985-08-09 00:00:00,5,3,"공유자우선매수신고있음.민사집행법제140조에의한우선매수신고를한경우그매수신고후최초로진행되는매각기일레매수보증금의미납으로실효되는경우그공유자는그이후해당부동산의매각기일에서는우선매수권을행사할수없다(단,당해기일에다른매수신고인이없는경우최저매각가액을공유자우선매수신고액으로봄)",Y,쌍미천로16번길,17.0,,2017-12-28 00:00:00,배당,35.17597670000001,129.092031,0.344
2059,임의,일반,0.5,오상호감정,2016-06-27 00:00:00,2,1,34352.5,43.01,43.01,84.91,84.91,2.28,1.824,2016-12-01 00:00:00,2017-01-05 00:00:00,낙찰,Private,부산,사상구,주례동,,N,955.0,2.0,", -4, -5, -12, 957-1, 970-3, 1264-3 주례청구 112동 1층 103호",Apartment,2002-03-05 00:00:00,18,1,,N,백양대로494번길,38.0,,2017-02-22 00:00:00,배당,35.155032399999996,129.0002844,2.12177903
2390,임의,일반,0.7681388000000001,세중감정,2017-04-14 00:00:00,1,0,1097.5,54.88,54.88,80.42,80.42,1.46,1.46,2017-12-07 00:00:00,2017-12-07 00:00:00,낙찰,재송동(새),부산,연제구,연산동,,N,2141.0,5.0,동양 4층 401호,Apartment & Stores,1984-11-15 00:00:00,5,4,,N,배산북로23번길,31.0,,2018-01-24 00:00:00,배당,35.1765304,129.0924508,1.4601
2734,임의,일반,2.6209293999999996,대일감정,2017-06-12 00:00:00,1,0,67703.0,54.14,54.14,101.4,101.4,3.65,3.65,2017-10-24 00:00:00,2017-10-24 00:00:00,낙찰,금융단지(새),부산,강서구,명지동,,N,3231.0,,영어도시퀸덤1차링컨타운 215동 5층 502호,Apartment,2009-06-18 00:00:00,15,5,,N,명지오션시티10로,16.0,,2017-11-30 00:00:00,배당,35.084881200000005,128.8977595,3.75
2488,임의,일반,0.73774096,미르감정,2016-01-06 00:00:00,2,1,20702.6,28.69,28.69,59.64,59.64,1.16,0.9279999999999999,2016-04-28 00:00:00,2016-05-26 00:00:00,낙찰,현대캐피탈,부산,해운대구,재송동,,N,1182.0,1.0,장산동국 103동 10층 1003호,Apartment,1993-08-03 00:00:00,17,10,,N,재송2로,91.0,,2016-07-25 00:00:00,배당,35.1935114,129.1342852,1.163999
2274,임의,일반,0.8,부경감정,2016-05-26 00:00:00,2,1,18879.0,39.42,39.42,84.91,84.91,2.21,1.768,2016-10-18 00:00:00,2016-11-15 00:00:00,낙찰,신용보증기금,부산,영도구,청학동,,N,489.0,30.0,",-31 영도원우엔리치빌 101동 12층 1201호",Apartment,2004-07-28 00:00:00,15,12,,N,조내기로,38.0,,2017-01-26 00:00:00,배당,35.085508399999995,129.0622945,1.9395
1936,임의,일반,0.385,세중감정,2016-02-01 00:00:00,5,3,374.0,22.0,22.0,61.31,61.31,1.8,0.9216,2016-06-23 00:00:00,2016-11-17 00:00:00,낙찰,경산제지,부산,동래구,명륜동,,N,561.0,5.0,명륜마이드림빌 6층 602호,Apartment,2003-06-05 00:00:00,8,6,,N,명륜로139번길,7.0,,2017-02-02 00:00:00,배당,35.2062025,129.0815873,0.9301
2363,임의,개별,5.0,명장감정,2017-02-22 00:00:00,2,1,29642.8,18.21,18.21,149.21,149.21,6.25,5.0,2017-11-17 00:00:00,2017-12-22 00:00:00,낙찰,한화저축은행,부산,부산진구,부전동,,N,537.0,9.0,더샵 센트럴스타 A동 44층 4405호,Apartment,2011-08-05 00:00:00,58,44,,N,중앙대로666번길,50.0,,2018-02-28 00:00:00,배당,35.1514649,129.0611111,5.2010000000000005
1896,임의,일반,1.76806382,통일감정,2015-12-31 00:00:00,2,1,862.1,18.96,18.96,84.66,84.66,2.27,1.8159999999999998,2016-08-11 00:00:00,2016-09-08 00:00:00,낙찰,디지비캐피탈,부산,부산진구,전포동,,N,178.0,70.0,한성타운 101동 3층 304호,Apartment & Stores,2004-04-02 00:00:00,15,3,,N,동성로118번길,16.0,,2016-11-15 00:00:00,배당,35.1610567,129.0663509,2.2141900000000003
2476,강제,일반,0.1,류선감정,2016-01-11 00:00:00,2,1,5623.0,35.0,35.0,47.58,47.58,0.9,0.72,2016-04-12 00:00:00,2016-05-10 00:00:00,낙찰,Private,부산,남구,문현동,,N,264.0,1.0,문현대림 B동 5층 510호,Apartment,1983-02-02 00:00:00,5,5,,N,수영로,87.0,,2016-06-29 00:00:00,배당,35.134921899999995,129.0767599,0.9189
1903,임의,일반,1.31235145,나라감정,2015-07-02 00:00:00,1,0,9393.0,29.34,29.34,84.99,84.99,1.86,1.86,2016-04-08 00:00:00,2016-04-08 00:00:00,낙찰,중소기업은행,부산,북구,만덕동,,N,761.0,1.0,벽산라인훼미리타운 2동 16층 1604호,Apartment,1994-12-16 00:00:00,19,16,,N,만덕대로178번길,29.0,,2016-06-10 00:00:00,배당,35.211714,129.024853,1.86101
2402,임의,일반,1.2,혜인감정,2017-07-10 00:00:00,3,2,6621.0,32.53,32.53,62.46,62.46,1.23,0.7872,2017-12-07 00:00:00,2018-02-14 00:00:00,낙찰,신한은행,부산,연제구,연산동,,N,1135.0,3.0,대진그린타워 4층 403호,Apartment,1993-04-29 00:00:00,15,4,,N,쌍미천로84번길,59.0,10.0,2018-05-15 00:00:00,배당,35.1811213,129.08946840000002,1.0666666
2519,임의,일반,1.5,한라감정,2016-04-28 00:00:00,1,0,76373.5,62.02,62.02,135.19,135.19,4.66,4.66,2016-09-27 00:00:00,2016-09-27 00:00:00,낙찰,농협경제지주,부산,해운대구,반여동,,N,1662.0,,해운대 메가센텀 한화꿈에그린 114동 13층 1302호,Apartment,2008-05-29 00:00:00,21,13,,N,반여로,67.0,,2016-11-16 00:00:00,배당,35.1964663,129.12072890000002,5.2777
1856,강제,일반,0.13448495,부일감정,2015-11-30 00:00:00,2,1,1223.0,31.2,31.2,73.39,73.39,0.81,0.648,2016-05-25 00:00:00,2016-06-22 00:00:00,낙찰,상록수제일차유동화전문,부산,사하구,장림동,,N,223.0,,장림 4층 406호,Apartment,1978-09-06 00:00:00,5,4,,N,장림번영로104번길,25.0,,2016-08-31 00:00:00,배당,35.0793796,128.9769087,0.8109999999999999
2540,임의,일반,0.39,프라임감정,2016-06-13 00:00:00,2,1,147457.6,67.8,67.8,116.54,116.54,8.38,6.704,2017-02-02 00:00:00,2017-03-02 00:00:00,낙찰,현대건설외1,부산,해운대구,중동,,N,1818.0,,", 1817, 1819 해운대힐스테이트위브 T-105동 41층 4102호",Apartment,2015-06-17 00:00:00,45,41,,N,좌동순환로433번길,30.0,,2017-04-26 00:00:00,배당,35.161228799999996,129.1802663,6.72999999
2445,임의,일반,3.7261667999999997,혜인감정,2015-08-28 00:00:00,2,1,1295.4,129.54,129.54,162.13,162.13,4.79,3.832,2016-02-22 00:00:00,2016-07-25 00:00:00,낙찰,장산(새),부산,해운대구,중동,,N,1503.0,15.0,동부문빌라 3층 301호,Apartment,1997-05-02 00:00:00,5,3,,N,달맞이길65번길,141.0,,2016-10-25 00:00:00,배당,35.1571731,129.1781026,4.213
2620,강제,일반,4.9,태화감정,2016-02-12 00:00:00,2,1,42276.0,62.44,62.44,115.72,115.72,2.86,2.2880000000000003,2016-07-28 00:00:00,2016-08-25 00:00:00,낙찰,Private,부산,수영구,망미동,,N,777.0,,삼성 4동 15층 1504호,Apartment,1991-12-20 00:00:00,15,15,,N,망미로30번길,23.0,,2016-10-24 00:00:00,배당,35.1691273,129.101803,2.8799999
2604,임의,일반,1.24595653,통일감정,2017-05-08 00:00:00,5,3,6442.9,39.96,39.96,70.61,70.61,1.44,0.73728,2017-06-13 00:00:00,2017-12-05 00:00:00,낙찰,대신저축은행,부산,해운대구,재송동,,N,1151.0,2.0,남성선파크타운 1동 6층 713호,Apartment,1988-04-21 00:00:00,6,6,,N,재송2로,17.0,,2018-01-31 00:00:00,배당,35.192845399999996,129.13049740000002,1.234
1924,강제,일반,2.03549777,대우감정,2016-01-25 00:00:00,1,0,51730.3,31.51,31.51,84.99,84.99,2.92,2.92,2016-10-06 00:00:00,2016-10-06 00:00:00,낙찰,(주)한일식품외1,부산,북구,화명동,,N,1150.0,,동원로얄듀크 102동 6층 609호,Apartment,2004-12-16 00:00:00,25,6,,N,금곡대로,228.0,,2016-12-06 00:00:00,배당,35.22831,129.01401620000001,3.35801
1968,임의,일반,1.20793157,명장감정,2016-03-11 00:00:00,2,1,25416.0,50.56,50.56,84.6,84.6,1.63,1.304,2016-08-03 00:00:00,2016-08-31 00:00:00,낙찰,가락농협,부산,사하구,구평동,,N,17.0,,구평1차자유 105동 6층 608호,Apartment,1999-04-02 00:00:00,19,6,,N,을숙도대로709번길,31.0,,2016-11-01 00:00:00,배당,35.088138799999996,128.9852353,1.4398
1798,임의,일반,3.0,오상호감정,2014-08-11 00:00:00,2,1,15695.4,54.42,54.42,180.16,180.16,3.52,2.8160000000000003,2015-01-08 00:00:00,2016-07-14 00:00:00,낙찰,솔브레인저축은행,부산,금정구,부곡동,,N,235.0,5.0,우신뉴타운 101동 19층 1903호,Apartment,1995-05-09 00:00:00,23,19,,N,중앙대로1667번길,8.0,,2016-09-20 00:00:00,배당,35.23407849999999,129.0906005,3.71125
1957,임의,일반,1.43245189,삼보감정,2016-02-29 00:00:00,3,2,14795.0,51.7,51.7,118.65,118.65,1.97,1.2608,2016-07-27 00:00:00,2016-09-21 00:00:00,낙찰,고려저축은행,부산,영도구,청학동,,N,85.0,,",87-1,-5 일신마리나타운 1동 1층 104호",Apartment,1994-02-01 00:00:00,23,1,,N,조내기로,33.0,,2016-11-23 00:00:00,배당,35.0867839,129.063866,1.5855
2707,임의,일반,1.99,중앙감정,2017-03-28 00:00:00,3,2,34437.6,33.77,33.77,84.89,84.89,2.58,1.6512,2017-08-22 00:00:00,2017-10-24 00:00:00,낙찰,베스트피플대부,부산,북구,화명동,,N,188.0,,벽산강변타운 106동 3층 301호,Apartment,1995-12-16 00:00:00,18,3,,N,양달로9번길,21.0,,2017-12-21 00:00:00,배당,35.2441694,129.0139257,1.912
1951,강제,일반,3.0466936000000002,중앙감정,2016-03-03 00:00:00,1,0,125210.8,52.84,52.84,122.76,122.76,2.92,2.92,2016-07-08 00:00:00,2016-07-08 00:00:00,낙찰,Private,부산,사하구,하단동,,N,1175.0,,",1176 가락타운 201동 9층 902호",Apartment,1992-10-30 00:00:00,16,9,,N,하신번영로,233.0,,2016-09-09 00:00:00,배당,35.1012973,128.95738640000002,3.0578
2500,임의,일반,4.08704347,삼보감정,2016-02-15 00:00:00,2,1,1319.0,74.39,74.39,161.13,161.13,3.09,2.472,2016-06-23 00:00:00,2016-09-22 00:00:00,낙찰,신한은행,부산,수영구,민락동,,N,1.0,10.0,리버힐즈빌라 3층 301호,Apartment,1992-02-14 00:00:00,6,3,,N,광안해변로,459.0,10.0,2016-11-21 00:00:00,배당,35.1623708,129.1281653,3.6
1898,임의,일반,0.5424246,대화감정,2016-01-14 00:00:00,2,1,11785.2,30.88,30.88,42.35,42.35,0.8,0.64,2016-06-01 00:00:00,2016-06-29 00:00:00,낙찰,초량4동(새),부산,북구,덕천동,,N,406.0,,", 407-3 한성 4동 5층 502호",Apartment,1983-05-02 00:00:00,5,5,,N,만덕대로142번길,31.0,,2016-08-03 00:00:00,배당,35.2118107,129.0210581,0.7909999999999999
2623,임의,일반,1.16229871,한마음감정,2016-03-17 00:00:00,2,1,228.0,12.24,12.24,44.75,44.75,1.67,1.3359999999999999,2016-12-29 00:00:00,2017-02-02 00:00:00,낙찰,현대캐피탈,부산,수영구,광안동,,N,691.0,10.0,동진프라임빌 주건축물 1동 5층 501호,Apartment & Stores,2013-09-24 00:00:00,10,5,,N,광서로,5.0,6.0,2017-03-30 00:00:00,배당,35.1638441,129.1137649,1.67
2715,임의,일반,0.41557022,대일감정,2017-04-14 00:00:00,2,1,1179.0,51.92,51.92,131.85,131.85,1.6,1.28,2017-08-22 00:00:00,2017-09-19 00:00:00,낙찰,부산은행,부산,사하구,괴정동,,N,352.0,104.0,로즈빌라 1층 101호,Apartment & Stores,1996-06-19 00:00:00,7,1,,N,오작로,104.0,3.0,2017-11-16 00:00:00,배당,35.101454600000004,129.00453629999998,1.357411
2746,임의,일반,1.98845986,가람감정,2017-08-10 00:00:00,2,1,30370.0,17.82,17.82,59.88,59.88,1.76,1.4080000000000001,2018-02-21 00:00:00,2018-03-28 00:00:00,낙찰,우리은행,부산,사상구,주례동,,N,10.0,21.0,"반도보라매머드타운 105,106동 13층 106-1302호",Apartment,1996-10-28 00:00:00,25,13,,N,백양대로,372.0,22.0,2018-05-09 00:00:00,배당,35.1550091,129.0125976,1.53899
2252,임의,일반,0.69016584,가온감정,2016-02-17 00:00:00,1,0,34761.1,34.9,34.9,45.5,45.5,0.86,0.86,2016-06-23 00:00:00,2016-06-23 00:00:00,낙찰,한국주택금융공사,부산,사하구,다대동,,N,94.0,2.0,국제그린 2동 16층 1601호,Apartment,1995-05-16 00:00:00,25,16,,N,다대로381번길,75.0,,2016-09-01 00:00:00,배당,35.0664528,128.9842689,0.8622
2629,강제,일반,1.72043835,대우감정,2016-06-01 00:00:00,1,0,49529.1,57.86,57.86,134.01,134.01,4.57,4.57,2016-10-17 00:00:00,2016-10-17 00:00:00,낙찰,Private,부산,해운대구,좌동,,N,1288.0,,대동타운 502동 22층 2202호,Apartment,1996-06-21 00:00:00,25,22,,N,대천로103번길,29.0,,2016-12-20 00:00:00,배당,35.1767588,129.172806,5.40898902
1988,임의,일반,0.68709944,오상호감정,2016-04-12 00:00:00,2,1,7779.0,6.88,6.88,59.82,59.82,1.85,1.48,2016-07-20 00:00:00,2016-08-17 00:00:00,낙찰,하나은행,부산,부산진구,부암동,,N,55.0,6.0,", 57-1, 59, 60, 62-1, 69-1, 70-1, 71-2, 72-3 일성인포 11층 B-1101호",Apartment & Stores,1998-02-06 00:00:00,25,11,,N,신천대로,252.0,,2016-10-19 00:00:00,배당,35.164511299999994,129.050657,1.7380000000000002
1842,임의,일반,1.02123123,태화감정,2015-11-09 00:00:00,2,1,11384.0,27.56,27.56,59.4,59.4,1.18,0.9440000000000001,2016-04-05 00:00:00,2016-05-03 00:00:00,낙찰,NH농협캐피탈,부산,사상구,학장동,,N,571.0,4.0,학장극동 104동 16층 1602호,Apartment,1994-03-21 00:00:00,21,16,,N,학감대로,109.0,43.0,2016-07-14 00:00:00,배당,35.1391833,128.9872199,1.055
2474,임의,일반,1.9276,프라임감정,2016-01-11 00:00:00,2,1,170512.4,77.79,77.79,174.11,174.11,5.83,4.664,2016-06-27 00:00:00,2016-07-25 00:00:00,낙찰,에스케이건설,부산,남구,용호동,,N,944.0,,오륙도에스케이뷰 114동 39층 3904호,Apartment,2008-12-02 00:00:00,47,39,,N,오륙도로,85.0,,2016-09-27 00:00:00,배당,35.102869899999995,129.1190348,5.69001
2060,임의,일반,4.96061156,삼보감정,2016-06-30 00:00:00,1,0,29642.8,15.86,15.86,129.96,129.96,5.31,5.31,2017-01-19 00:00:00,2017-01-19 00:00:00,낙찰,신한은행,부산,부산진구,부전동,,N,537.0,9.0,더샵센트럴스타 D동 41층 4101호,Apartment,2011-08-05 00:00:00,48,41,,N,중앙대로666번길,50.0,,2017-04-13 00:00:00,배당,35.1514649,129.0611111,5.3333
1966,임의,일반,0.46390853,희감정,2016-03-21 00:00:00,2,1,11501.0,36.01,36.01,49.77,49.77,0.79,0.632,2016-07-08 00:00:00,2016-08-05 00:00:00,낙찰,고려저축은행,부산,사하구,괴정동,,N,11.0,2.0,괴정한일하나로타운 2동 6층 612호,Apartment,1989-06-10 00:00:00,6,6,,N,오작로,152.0,,2016-10-07 00:00:00,배당,35.10359129999999,129.0068566,0.655
1860,임의,개별,10.46685025,대일감정,2015-12-02 00:00:00,3,2,331.0,8.83,8.83,50.69,50.69,1.86,1.1904,2016-05-06 00:00:00,2016-08-26 00:00:00,낙찰,부산은행,부산,동래구,온천동,,N,189.0,122.0,아이너스 12층 1202호,Apartment,2014-12-19 00:00:00,14,12,,N,차밭골로,24.0,,2016-12-22 00:00:00,배당,35.216645299999996,129.0791494,1.52609
2018,임의,일반,1.28996866,태화감정,2016-05-11 00:00:00,2,1,44984.0,48.39,48.39,109.65,109.65,2.6,2.08,2016-08-31 00:00:00,2016-11-23 00:00:00,낙찰,국민은행,부산,사상구,주례동,,N,530.0,5.0,현대무지개타운 101동 11층 1102호,Apartment,1993-09-27 00:00:00,15,11,,N,주례로,93.0,,2017-01-24 00:00:00,배당,35.145293,129.0053676,2.341
2419,임의,일반,1.98779801,류선감정,2017-03-31 00:00:00,3,2,40136.0,59.77,59.77,149.47,149.47,2.82,1.8048,2017-12-06 00:00:00,2018-02-14 00:00:00,낙찰,대구은행,부산,부산진구,부암동,,N,560.0,14.0,"-19,-20 협성피닉스타운 108동 1층 101호",Apartment,1993-12-30 00:00:00,15,1,,N,당감로,118.0,,2018-04-25 00:00:00,배당,35.172866,129.0370508,2.2627
2559,임의,개별,1.2,내외감정,2016-07-27 00:00:00,3,2,758.0,6.11,6.11,21.14,21.14,0.53,0.3392,2017-04-27 00:00:00,2017-07-20 00:00:00,낙찰,부산은행,부산,기장군,장안읍,명례리,N,924.0,12.0,주건축물 1동 4층 406호,Apartment,2016-03-23 00:00:00,9,1,,N,명례산단3로,15.0,,2017-09-25 00:00:00,배당,35.3684749,129.2558718,0.40004
1931,임의,일반,0.78,혜림감정,2016-01-30 00:00:00,1,0,2997.0,3.22,3.22,28.58,28.58,0.92,0.92,2016-06-01 00:00:00,2016-06-01 00:00:00,낙찰,마산시농협,부산,부산진구,전포동,,N,181.0,1.0,서면대우디오빌2 20층 2008호,Apartment & Stores,2005-06-24 00:00:00,30,20,,N,전포대로,274.0,,2016-08-03 00:00:00,배당,35.1609496,129.0657942,0.923
2107,임의,일반,1.5884093000000001,류선감정,2015-10-06 00:00:00,1,0,9218.0,50.95,50.95,139.61,139.61,2.35,2.35,2016-12-21 00:00:00,2016-12-21 00:00:00,낙찰,전포2동(새),부산,동래구,온천동,,N,1129.0,2.0,온천화신 2동 8층 805호,Apartment,1991-03-19 00:00:00,15,8,,N,쇠미로235번길,9.0,,2017-02-24 00:00:00,배당,35.2108674,129.0644519,2.41811
